51.30703,54.00000,21993.00000,53026.00000,443.00000,24325624.63483,59.29630,0.00000
127.89806,10.00000,2505.00000,49597.00000,80.00000,131358763.10855,59.80000,0.00000
115.77805,13.00000,3369.00000,42653.00000,80.00000,101045015.06309,59.92308,0.00000
243.28490,13.00000,2495.00000,53291.00000,80.00000,101045108.74878,58.84615,0.00000
2.00212,19.00000,4390.00000,36164.00000,443.00000,69135640.34595,58.73684,0.00000
0.28847,20.00000,7261.00000,57113.00000,443.00000,65679127.50900,58.05000,0.00000
65.34888,10.00000,4130.00000,60689.00000,80.00000,131358505.48249,90.50000,0.00000
5.80021,13.00000,2989.00000,54421.00000,80.00000,101044719.21011,59.15385,0.00000
318.08455,73.00000,24265.00000,39453.00000,443.00000,17994425.85296,59.17808,0.00000
240.31747,25.00000,5209.00000,35054.00000,80.00000,52543414.57874,59.16000,0.00000
273.81581,39.00000,15634.00000,41625.00000,80.00000,33681645.91500,59.15385,0.00000
51.31607,28.00000,5806.00000,53060.00000,443.00000,46913733.58088,59.57143,0.00000
284.21912,49.00000,13879.00000,56948.00000,443.00000,26807867.51663,58.77551,0.00000
415.30170,108.00000,43838.00000,55981.00000,443.00000,12162882.39446,59.25000,0.00000
241.57874,72.00000,36704.00000,61783.00000,443.00000,18244292.43631,79.00000,0.00000
38.86917,17.00000,6374.00000,52896.00000,80.00000,77269442.15734,96.94118,0.00000
10.43691,113.00000,68678.00000,45047.00000,80.00000,11624653.87106,59.10619,0.00000
0.21353,19.00000,4642.00000,55935.00000,443.00000,69136201.70788,58.73684,0.00000
420.81666,66.00000,26356.00000,1083.00000,443.00000,19902909.99792,93.27273,0.00000
0.89965,34.00000,22008.00000,2861.00000,80.00000,38634711.34635,84.64706,0.00000
0.22732,20.00000,4694.00000,52211.00000,443.00000,65679485.82089,58.50000,0.00000
63.50454,8.00000,432.00000,49759.00000,80.00000,164199113.57238,60.00000,0.00000
443.47490,146.00000,37901.00000,47303.00000,443.00000,8997197.17012,58.86986,0.00000
227.64081,42.00000,7046.00000,34569.00000,443.00000,31275764.17914,59.38095,0.00000
280.79662,40.00000,10512.00000,4470.00000,443.00000,32839612.04770,93.60000,0.00000
477.85790,129.00000,60005.00000,57099.00000,443.00000,10182813.21953,59.16279,0.00000
0.32400,14.00000,5331.00000,60052.00000,80.00000,93827527.94488,59.57143,0.00000
0.22274,19.00000,4642.00000,56637.00000,443.00000,69136460.13070,58.73684,0.00000
432.71590,46.00000,12546.00000,56783.00000,443.00000,28556067.52083,59.08696,0.00000
114.78411,10.00000,1928.00000,42654.00000,80.00000,131358519.48263,59.00000,0.00000
115.35172,17.00000,4841.00000,54086.00000,443.00000,77269728.60392,59.70588,0.00000
6.31428,11.00000,2690.00000,4805.00000,80.00000,119417112.60314,100.81818,0.00000
